! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.0.0-rc.3.flux symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : gckpp_BiadjacencyMatrix.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name, species index (row), reaction index (col), stoichiometric coefficient
OLNN, 211, 373, -1.000000
HO2, 281, 373, -1.000000
MONITS, 174, 374, 0.700000
MONITU, 196, 374, 0.300000
OLND, 212, 374, -1.000000
HO2, 281, 374, -1.000000
MONITS, 174, 375, 0.700000
MONITU, 196, 375, 0.300000
OLNN, 211, 375, -1.000000
CH2O, 262, 375, 1.000000
MO2, 263, 375, -1.000000
HO2, 281, 375, 2.000000
ROH, 154, 376, 0.250000
MONITS, 174, 376, 0.350000
MONITU, 196, 376, 0.150000
OLND, 212, 376, -1.000000
MOH, 214, 376, 0.250000
MEK, 222, 376, 0.348000
RCHO, 255, 376, 0.930000
CH2O, 262, 376, 0.965000
MO2, 263, 376, -1.000000
NO2, 270, 376, 0.500000
HO2, 281, 376, 0.500000
MONITS, 174, 377, 0.700000
MONITU, 196, 377, 0.300000
OLNN, 211, 377, -1.000000
MCO3, 257, 377, -1.000000
MO2, 263, 377, 1.000000
HO2, 281, 377, 1.000000
OLND, 212, 378, -1.000000
MEK, 222, 378, 0.464000
RCHO, 255, 378, 1.240000
MCO3, 257, 378, -1.000000
CH2O, 262, 378, 0.287000
MO2, 263, 378, 0.500000
NO2, 270, 378, 1.000000
MONITS, 174, 379, 0.700000
MONITU, 196, 379, 0.300000
OLNN, 211, 379, -1.000000
NO2, 270, 379, 1.000000
HO2, 281, 379, 1.000000
NO3, 283, 379, -1.000000
OLND, 212, 380, -1.000000
MEK, 222, 380, 0.464000
RCHO, 255, 380, 1.240000
CH2O, 262, 380, 0.287000
NO2, 270, 380, 2.000000
NO3, 283, 380, -1.000000
MONITS, 174, 381, 1.400000
MONITU, 196, 381, 0.600000
OLNN, 211, 381, -2.000000
HO2, 281, 381, 1.000000
MONITS, 174, 382, 1.050000
MONITU, 196, 382, 0.450000
OLNN, 211, 382, -1.000000
OLND, 212, 382, -1.000000
MEK, 222, 382, 0.149000
RCHO, 255, 382, 0.640000
CH2O, 262, 382, 0.202000
NO2, 270, 382, 0.500000
HO2, 281, 382, 0.500000
MONITS, 174, 383, 0.700000
MONITU, 196, 383, 0.300000
OLND, 212, 383, -2.000000
MEK, 222, 383, 0.285000
RCHO, 255, 383, 1.210000
CH2O, 262, 383, 0.504000
NO2, 270, 383, 1.000000
HONIT, 131, 384, 1.000000
MONITS, 174, 384, -1.000000
OH, 279, 384, -1.000000
HONIT, 131, 385, 1.000000
MONITU, 196, 385, -1.000000
OH, 279, 385, -1.000000
LOx, 32, 386, 1.000000
HONIT, 131, 386, 1.000000
MONITU, 196, 386, -1.000000
O3, 269, 386, -1.000000
HONIT, 131, 387, 1.000000
MONITU, 196, 387, -1.000000
NO3, 283, 387, -1.000000
HONIT, 131, 388, 1.000000
MONITS, 174, 388, -1.000000
NO3, 283, 388, -1.000000
INDIOL, 7, 389, 1.000000
IONITA, 96, 389, -1.000000
HNO3, 260, 389, 1.000000
INDIOL, 7, 390, 1.000000
MONITA, 41, 390, -1.000000
HNO3, 260, 390, 1.000000
HONIT, 131, 391, -1.000000
HAC, 246, 391, 1.000000
OH, 279, 391, -1.000000
NO3, 283, 391, 1.000000
MENO3, 87, 392, -1.000000
CH2O, 262, 392, 1.000000
NO2, 270, 392, 1.000000
OH, 279, 392, -1.000000
ETNO3, 88, 393, -1.000000
ALD2, 261, 393, 1.000000
NO2, 270, 393, 1.000000
OH, 279, 393, -1.000000
IPRNO3, 86, 394, -1.000000
ACET, 219, 394, 1.000000
NO2, 270, 394, 1.000000
OH, 279, 394, -1.000000
NPRNO3, 89, 395, -1.000000
RCHO, 255, 395, 1.000000
NO2, 270, 395, 1.000000
OH, 279, 395, -1.000000
CO2, 6, 396, 0.407000
LOx, 32, 396, 1.000000
PCO, 33, 396, 0.407000
PH2O2, 37, 396, 0.013000
H2O2, 208, 396, 0.013000
ISOP, 220, 396, -1.000000
CH2OO, 230, 396, 0.580000
MVK, 244, 396, 0.177000
MACR, 247, 396, 0.416000
CO, 258, 396, 0.407000
CH2O, 262, 396, 0.827000
MO2, 263, 396, 0.407000
O3, 269, 396, -1.000000
OH, 279, 396, 0.280000
HO2, 281, 396, 0.160000
LISOPOH, 13, 397, 1.000000
ISOP, 220, 397, -1.000000
IHOO1, 242, 397, 1.000000
OH, 279, 397, -1.000000
LISOPOH, 13, 398, 1.000000
ISOP, 220, 398, -1.000000
IHOO4, 243, 398, 1.000000
OH, 279, 398, -1.000000
LISOPOH, 13, 399, 1.000000
PCO, 33, 399, 0.600000
HPALD3, 125, 399, 0.150000
HPETHNL, 168, 399, 0.300000
HPALD1, 182, 399, 0.250000
ISOP, 220, 399, -1.000000
MGLY, 228, 399, 0.300000
MCO3, 257, 399, 0.300000
CO, 258, 399, 0.600000
CH2O, 262, 399, 0.300000
OH, 279, 399, 0.500000
HO2, 281, 399, 0.400000
LISOPOH, 13, 400, 1.000000
PCO, 33, 400, 0.900000
HPALD4, 126, 400, 0.150000
HPALD2, 184, 400, 0.250000
ATOOH, 193, 400, 0.300000
ISOP, 220, 400, -1.000000
MGLY, 228, 400, 0.300000
CO, 258, 400, 0.900000
CH2O, 262, 400, 0.300000
OH, 279, 400, 0.500000
HO2, 281, 400, 0.700000
RIPA, 153, 401, 0.937000
IHOO1, 242, 401, -1.000000
MVK, 244, 401, 0.063000
CH2O, 262, 401, 0.063000
OH, 279, 401, 0.063000
HO2, 281, 401, -0.937000
RIPC, 167, 402, 1.000000
IHOO1, 242, 402, -1.000000
HO2, 281, 402, -1.000000
RIPB, 158, 403, 0.937000
IHOO4, 243, 403, -1.000000
MACR, 247, 403, 0.063000
CH2O, 262, 403, 0.063000
OH, 279, 403, 0.063000
HO2, 281, 403, -0.937000
RIPD, 161, 404, 1.000000
IHOO4, 243, 404, -1.000000
HO2, 281, 404, -1.000000
IHOO1, 242, 405, -1.000000
MVK, 244, 405, 1.000000
CH2O, 262, 405, 1.000000
OH, 279, 405, 1.000000
PCO, 33, 406, 0.600000
HPALD3, 125, 406, 0.150000
HPETHNL, 168, 406, 0.300000
HPALD1, 182, 406, 0.250000
MGLY, 228, 406, 0.300000
IHOO1, 242, 406, -1.000000
MCO3, 257, 406, 0.300000
CO, 258, 406, 0.600000
CH2O, 262, 406, 0.300000
OH, 279, 406, 1.500000
HO2, 281, 406, 0.400000
IHOO4, 243, 407, -1.000000
MACR, 247, 407, 1.000000
CH2O, 262, 407, 1.000000
OH, 279, 407, 1.000000
PCO, 33, 408, 0.900000
HPALD4, 126, 408, 0.150000
HPALD2, 184, 408, 0.250000
ATOOH, 193, 408, 0.300000
MGLY, 228, 408, 0.300000
IHOO4, 243, 408, -1.000000
CO, 258, 408, 0.900000
CH2O, 262, 408, 0.300000
OH, 279, 408, 1.500000
HO2, 281, 408, 0.700000
IHOO1, 242, 409, -2.000000
MVK, 244, 409, 2.000000
CH2O, 262, 409, 2.000000
HO2, 281, 409, 2.000000
IHOO4, 243, 410, -2.000000
MACR, 247, 410, 2.000000
CH2O, 262, 410, 2.000000
HO2, 281, 410, 2.000000
IHOO1, 242, 411, -1.000000
IHOO4, 243, 411, -1.000000
MVK, 244, 411, 1.000000
MACR, 247, 411, 1.000000
CH2O, 262, 411, 2.000000
HO2, 281, 411, 2.000000
PCO, 33, 412, 1.000000
HC5A, 189, 412, 1.000000
MVKHP, 226, 412, 1.000000
IHOO1, 242, 412, -2.000000
CO, 258, 412, 1.000000
OH, 279, 412, 1.000000
HO2, 281, 412, 1.000000
PCO, 33, 413, 1.000000
HC5A, 189, 413, 1.000000
MCRHP, 227, 413, 1.000000
IHOO4, 243, 413, -2.000000
CO, 258, 413, 1.000000
OH, 279, 413, 1.000000
HO2, 281, 413, 1.000000
PCO, 33, 414, 1.000000
HC5A, 189, 414, 1.000000
MVKHP, 226, 414, 0.500000
MCRHP, 227, 414, 0.500000
IHOO1, 242, 414, -1.000000
IHOO4, 243, 414, -1.000000
CO, 258, 414, 1.000000
OH, 279, 414, 1.000000
HO2, 281, 414, 1.000000
IHOO1, 242, 415, -1.000000
MVK, 244, 415, 1.000000
CH2O, 262, 415, 2.000000
MO2, 263, 415, -1.000000
HO2, 281, 415, 2.000000
PCO, 33, 416, 0.500000
HC5A, 189, 416, 0.500000
MVKHP, 226, 416, 0.500000
IHOO1, 242, 416, -1.000000
CO, 258, 416, 0.500000
CH2O, 262, 416, 1.000000
MO2, 263, 416, -1.000000
OH, 279, 416, 0.500000
HO2, 281, 416, 1.500000
IHOO4, 243, 417, -1.000000
MACR, 247, 417, 1.000000
CH2O, 262, 417, 2.000000
MO2, 263, 417, -1.000000
HO2, 281, 417, 2.000000
PCO, 33, 418, 0.500000
HC5A, 189, 418, 0.500000
MCRHP, 227, 418, 0.500000
IHOO4, 243, 418, -1.000000
CO, 258, 418, 0.500000
CH2O, 262, 418, 1.000000
MO2, 263, 418, -1.000000
OH, 279, 418, 0.500000
HO2, 281, 418, 1.500000
IHN2, 136, 419, 1.000000
IHOO1, 242, 419, -1.000000
NO, 280, 419, -1.000000
IHOO1, 242, 420, -1.000000
MVK, 244, 420, 1.000000
CH2O, 262, 420, 1.000000
NO2, 270, 420, 1.000000
NO, 280, 420, -1.000000
HO2, 281, 420, 1.000000
IHN4, 210, 421, 1.000000
IHOO1, 242, 421, -1.000000
NO, 280, 421, -1.000000
PCO, 33, 422, 0.550000
HC5A, 189, 422, 0.450000
MVKHP, 226, 422, 0.550000
IHOO1, 242, 422, -1.000000
CO, 258, 422, 0.550000
NO2, 270, 422, 1.000000
OH, 279, 422, 0.550000
NO, 280, 422, -1.000000
HO2, 281, 422, 0.450000
IHN3, 137, 423, 1.000000
IHOO4, 243, 423, -1.000000
NO, 280, 423, -1.000000
IHOO4, 243, 424, -1.000000
MACR, 247, 424, 1.000000
CH2O, 262, 424, 1.000000
NO2, 270, 424, 1.000000
NO, 280, 424, -1.000000
HO2, 281, 424, 1.000000
IHN1, 216, 425, 1.000000
IHOO4, 243, 425, -1.000000
NO, 280, 425, -1.000000
PCO, 33, 426, 0.550000
HC5A, 189, 426, 0.450000
MCRHP, 227, 426, 0.550000
IHOO4, 243, 426, -1.000000
CO, 258, 426, 0.550000
NO2, 270, 426, 1.000000
OH, 279, 426, 0.550000
NO, 280, 426, -1.000000
HO2, 281, 426, 0.450000
PCO, 33, 427, 0.450000
IDC, 106, 427, 0.150000
HPALD1OO, 120, 427, 0.315000
ICHE, 170, 427, 0.085000
HPALD1, 182, 427, -1.000000
MVKHP, 226, 427, 0.330000
MGLY, 228, 427, 0.085000
MVK, 244, 427, 0.035000
CO, 258, 427, 0.450000
CH2O, 262, 427, 0.085000
OH, 279, 427, 0.085000
HO2, 281, 427, 0.085000
PCO, 33, 428, 0.370000
IDC, 106, 428, 0.150000
HPALD2OO, 117, 428, 0.315000
ICHE, 170, 428, 0.165000
HPALD2, 184, 428, -1.000000
MCRHP, 227, 428, 0.170000
MGLY, 228, 428, 0.165000
MACR, 247, 428, 0.035000
CO, 258, 428, 0.370000
CH2O, 262, 428, 0.165000
OH, 279, 428, 0.165000
HO2, 281, 428, 0.165000
PCO, 33, 429, 0.420000
HPALD3, 125, 429, -1.000000
ICHE, 170, 429, 0.580000
MVKHP, 226, 429, 0.190000
MVK, 244, 429, 0.230000
CO, 258, 429, 0.420000
PCO, 33, 430, 0.230000
HPALD4, 126, 430, -1.000000
ICHE, 170, 430, 0.770000
MCRHP, 227, 430, 0.090000
MACR, 247, 430, 0.140000
CO, 258, 430, 0.230000
CO2, 6, 431, 0.355000
PCO, 33, 431, 0.638000
HC5A, 189, 431, -1.000000
IEPOXBOO, 224, 431, 0.068000
IEPOXAOO, 225, 431, 0.294000
MVKHP, 226, 431, 0.125000
MCRHP, 227, 431, 0.158000
MGLY, 228, 431, 0.355000
CO, 258, 431, 0.638000
OH, 279, 431, 0.065000
HO2, 281, 431, 0.283000
PCO, 33, 432, 1.500000
ICHE, 170, 432, -1.000000
MGLY, 228, 432, 0.500000
HAC, 246, 432, 0.500000
CO, 258, 432, 1.500000
CH2O, 262, 432, 0.500000
PCO, 33, 433, 1.000000
IDC, 106, 433, -1.000000
MVKPC, 152, 433, 1.000000
CO, 258, 433, 1.000000
OH, 279, 433, -1.000000
HO2, 281, 433, 1.000000
LVOC, 23, 434, 0.005000
RIPA, 153, 434, -1.000000
IHPOO1, 179, 434, 0.345000
IHPOO3, 183, 434, 0.655000
OH, 279, 434, -1.000000
LVOC, 23, 435, 0.005000
IEPOXA, 127, 435, 0.670000
IEPOXB, 128, 435, 0.330000
RIPA, 153, 435, -1.000000
LVOC, 23, 436, 0.005000
RIPB, 158, 436, -1.000000
IHPOO2, 180, 436, 0.345000
IHPOO3, 183, 436, 0.655000
OH, 279, 436, -1.000000
LVOC, 23, 437, 0.005000
IEPOXA, 127, 437, 0.680000
IEPOXB, 128, 437, 0.320000
RIPB, 158, 437, -1.000000
LVOC, 23, 438, 0.005000
PCO, 33, 438, 0.250000
RIPA, 153, 438, -1.000000
MVKHP, 226, 438, 0.125000
IHOO1, 242, 438, 0.750000
MVK, 244, 438, 0.125000
CO, 258, 438, 0.250000
OH, 279, 438, -1.000000
HO2, 281, 438, 0.250000
LVOC, 23, 439, 0.005000
PCO, 33, 439, 0.330000
RIPB, 158, 439, -1.000000
ICHOO, 190, 439, 0.160000
MCRHP, 227, 439, 0.165000
IHOO4, 243, 439, 0.510000
MACR, 247, 439, 0.165000
CO, 258, 439, 0.330000
OH, 279, 439, -1.000000
HO2, 281, 439, 0.330000
LVOC, 23, 440, 0.005000
PCO, 33, 440, 0.036000
IEPOXD, 115, 440, 0.255000
HPALD3, 125, 440, 0.009000
RIPC, 167, 440, -1.000000
HPETHNL, 168, 440, 0.018000
IHPOO1, 179, 440, 0.595000
HPALD1, 182, 440, 0.015000
HC5A, 189, 440, 0.060000
MGLY, 228, 440, 0.018000
IHOO1, 242, 440, 0.030000
MCO3, 257, 440, 0.018000
CO, 258, 440, 0.036000
CH2O, 262, 440, 0.018000
OH, 279, 440, -0.595000
HO2, 281, 440, 0.024000
LVOC, 23, 441, 0.005000
PCO, 33, 441, 0.054000
IEPOXD, 115, 441, 0.595000
HPALD4, 126, 441, 0.009000
RIPD, 161, 441, -1.000000
IHPOO2, 180, 441, 0.255000
HPALD2, 184, 441, 0.015000
HC5A, 189, 441, 0.060000
ATOOH, 193, 441, 0.018000
MGLY, 228, 441, 0.018000
IHOO4, 243, 441, 0.030000
CO, 258, 441, 0.054000
CH2O, 262, 441, 0.018000
OH, 279, 441, -0.255000
HO2, 281, 441, 0.042000
IDHPE, 159, 442, 0.824000
IHPOO1, 179, 442, -1.000000
ICPDH, 202, 442, 0.176000
OH, 279, 442, 1.000000
HPETHNL, 168, 443, 0.284000
IHPOO1, 179, 443, -1.000000
MCRHP, 227, 443, 0.716000
HAC, 246, 443, 0.284000
CH2O, 262, 443, 0.716000
NO2, 270, 443, 1.000000
NO, 280, 443, -1.000000
HO2, 281, 443, 1.000000
IHPOO1, 179, 444, -1.000000
ITHN, 238, 444, 1.000000
NO, 280, 444, -1.000000
IDHDP, 140, 445, 0.725000
HPETHNL, 168, 445, 0.135000
IHPOO1, 179, 445, -1.000000
MCRHP, 227, 445, 0.140000
HAC, 246, 445, 0.135000
CH2O, 262, 445, 0.140000
OH, 279, 445, 0.275000
HO2, 281, 445, -0.725000
IDHPE, 159, 446, 0.452000
IHPOO2, 180, 446, -1.000000
ICPDH, 202, 446, 0.548000
OH, 279, 446, 1.000000
IHPOO2, 180, 447, -1.000000
ATOOH, 193, 447, 0.294000
MVKHP, 226, 447, 0.706000
GLYC, 232, 447, 0.294000
CH2O, 262, 447, 0.706000
NO2, 270, 447, 1.000000
NO, 280, 447, -1.000000
HO2, 281, 447, 1.000000
IHPOO2, 180, 448, -1.000000
ITHN, 238, 448, 1.000000
NO, 280, 448, -1.000000
IDHDP, 140, 449, 0.725000
IHPOO2, 180, 449, -1.000000
ATOOH, 193, 449, 0.135000
MVKHP, 226, 449, 0.140000
GLYC, 232, 449, 0.135000
CH2O, 262, 449, 0.140000
OH, 279, 449, 0.275000
HO2, 281, 449, -0.725000
IDHPE, 159, 450, 1.000000
IHPOO3, 183, 450, -1.000000
IHPOO3, 183, 451, -1.000000
GLYC, 232, 451, 1.000000
HAC, 246, 451, 1.000000
NO2, 270, 451, 1.000000
OH, 279, 451, 1.000000
NO, 280, 451, -1.000000
IHPOO3, 183, 452, -1.000000
ITHN, 238, 452, 1.000000
NO, 280, 452, -1.000000
IDHDP, 140, 453, 0.350000
IHPOO3, 183, 453, -1.000000
GLYC, 232, 453, 0.650000
HAC, 246, 453, 0.650000
OH, 279, 453, 1.300000
HO2, 281, 453, -1.000000
IEPOXD, 115, 454, -1.000000
ICHE, 170, 454, 0.750000
ICHOO, 190, 454, 0.250000
OH, 279, 454, -1.000000
HO2, 281, 454, 0.750000
IEPOXA, 127, 455, -1.000000
ICHE, 170, 455, 1.000000
OH, 279, 455, -1.000000
HO2, 281, 455, 1.000000
IEPOXA, 127, 456, -1.000000
IEPOXBOO, 224, 456, 0.330000
IEPOXAOO, 225, 456, 0.670000
OH, 279, 456, -1.000000
IEPOXB, 128, 457, -1.000000
ICHE, 170, 457, 1.000000
OH, 279, 457, -1.000000
HO2, 281, 457, 1.000000
IEPOXB, 128, 458, -1.000000
IEPOXBOO, 224, 458, 0.190000
IEPOXAOO, 225, 458, 0.810000
OH, 279, 458, -1.000000
IDCHP, 122, 459, 1.000000
IEPOXAOO, 225, 459, -1.000000
HO2, 281, 459, 1.000000
PCO, 33, 460, 1.000000
MVKDH, 116, 460, 1.000000
IEPOXAOO, 225, 460, -1.000000
CO, 258, 460, 1.000000
OH, 279, 460, 1.000000
PCO, 33, 461, 0.130000
MVKDH, 116, 461, 0.130000
ICPDH, 202, 461, 0.350000
IEPOXAOO, 225, 461, -1.000000
MGLY, 228, 461, 0.520000
GLYC, 232, 461, 0.520000
CO, 258, 461, 0.130000
OH, 279, 461, 0.650000
HO2, 281, 461, -0.350000
PCO, 33, 462, 0.200000
MVKDH, 116, 462, 0.200000
IEPOXAOO, 225, 462, -1.000000
MGLY, 228, 462, 0.800000
GLYC, 232, 462, 0.800000
CO, 258, 462, 0.200000
NO2, 270, 462, 1.000000
NO, 280, 462, -1.000000
HO2, 281, 462, 1.000000
ITCN, 209, 463, 1.000000
IEPOXAOO, 225, 463, -1.000000
NO, 280, 463, -1.000000
IDCHP, 122, 464, 1.000000
IEPOXBOO, 224, 464, -1.000000
HO2, 281, 464, 1.000000
PCO, 33, 465, 1.000000
MCRDH, 130, 465, 1.000000
IEPOXBOO, 224, 465, -1.000000
CO, 258, 465, 1.000000
OH, 279, 465, 1.000000
PCO, 33, 466, 0.200000
MCRDH, 130, 466, 0.200000
GLYX, 218, 466, 0.800000
IEPOXBOO, 224, 466, -1.000000
HAC, 246, 466, 0.800000
CO, 258, 466, 0.200000
NO2, 270, 466, 1.000000
NO, 280, 466, -1.000000
HO2, 281, 466, 1.000000
ITCN, 209, 467, 1.000000
IEPOXBOO, 224, 467, -1.000000
NO, 280, 467, -1.000000
PCO, 33, 468, 0.130000
MCRDH, 130, 468, 0.130000
ICPDH, 202, 468, 0.350000
GLYX, 218, 468, 0.520000
IEPOXBOO, 224, 468, -1.000000
HAC, 246, 468, 0.520000
CO, 258, 468, 0.130000
OH, 279, 468, 0.650000
HO2, 281, 468, -0.350000
PCO, 33, 469, 0.520000
MVKHC, 166, 469, 0.130000
ICHOO, 190, 469, -1.000000
ICPDH, 202, 469, 0.350000
HAC, 246, 469, 0.520000
CO, 258, 469, 0.520000
CH2O, 262, 469, 0.650000
OH, 279, 469, 0.650000
HO2, 281, 469, -0.350000
ICHOO, 190, 470, -1.000000
ITCN, 209, 470, 1.000000
NO, 280, 470, -1.000000
PCO, 33, 471, 0.800000
MVKHC, 166, 471, 0.200000
ICHOO, 190, 471, -1.000000
HAC, 246, 471, 0.800000
CO, 258, 471, 0.800000
CH2O, 262, 471, 1.000000
NO2, 270, 471, 1.000000
NO, 280, 471, -1.000000
HO2, 281, 471, 1.000000
PCO, 33, 472, 2.000000
ICHOO, 190, 472, -1.000000
HAC, 246, 472, 1.000000
CO, 258, 472, 2.000000
OH, 279, 472, 1.000000
HO2, 281, 472, 1.000000
CO2, 6, 473, 1.000000
HPALD1OO, 120, 473, -1.000000
MVK, 244, 473, 1.000000
NO2, 270, 473, 1.000000
OH, 279, 473, 1.000000
NO, 280, 473, -1.000000
CO2, 6, 474, 1.000000
HPALD1OO, 120, 474, -1.000000
MVK, 244, 474, 1.000000
OH, 279, 474, 2.000000
HO2, 281, 474, -1.000000
CO2, 6, 475, 1.000000
HPALD2OO, 117, 475, -1.000000
MACR, 247, 475, 1.000000
NO2, 270, 475, 1.000000
OH, 279, 475, 1.000000
NO, 280, 475, -1.000000
CO2, 6, 476, 1.000000
HPALD2OO, 117, 476, -1.000000
MACR, 247, 476, 1.000000
OH, 279, 476, 2.000000
HO2, 281, 476, -1.000000
IHN2, 136, 477, -1.000000
ISOPNOO1, 162, 477, 1.000000
OH, 279, 477, -1.000000
IEPOXA, 127, 478, 0.670000
IEPOXB, 128, 478, 0.330000
IHN2, 136, 478, -1.000000
NO2, 270, 478, 1.000000
OH, 279, 478, -1.000000
IHN3, 137, 479, -1.000000
ISOPNOO2, 148, 479, 1.000000
OH, 279, 479, -1.000000
IEPOXA, 127, 480, 0.670000
IEPOXB, 128, 480, 0.330000
IHN3, 137, 480, -1.000000
NO2, 270, 480, 1.000000
OH, 279, 480, -1.000000
IEPOXD, 115, 481, 1.000000
IHN1, 216, 481, -1.000000
NO2, 270, 481, 1.000000
OH, 279, 481, -1.000000
IDHNDOO1, 164, 482, 1.000000
IHN1, 216, 482, -1.000000
OH, 279, 482, -1.000000
IEPOXD, 115, 483, 1.000000
IHN4, 210, 483, -1.000000
NO2, 270, 483, 1.000000
OH, 279, 483, -1.000000
IDHNDOO2, 163, 484, 1.000000
IHN4, 210, 484, -1.000000
OH, 279, 484, -1.000000
PCO, 33, 485, 0.600000
MCRHNB, 171, 485, 0.600000
IHN1, 216, 485, -1.000000
ICN, 236, 485, 0.400000
CO, 258, 485, 0.600000
OH, 279, 485, -0.400000
HO2, 281, 485, 0.400000
PCO, 33, 486, 0.600000
IHN4, 210, 486, -1.000000
ICN, 236, 486, 0.400000
MVKN, 237, 486, 0.600000
CO, 258, 486, 0.600000
OH, 279, 486, -0.400000
HO2, 281, 486, 0.400000
ISOPNOO1, 162, 487, -1.000000
ITCN, 209, 487, 1.000000
HO2, 281, 487, 1.000000
ISOPNOO1, 162, 488, -1.000000
MCRHN, 195, 488, 0.059000
GLYC, 232, 488, 0.459000
ITHN, 238, 488, 0.482000
HAC, 246, 488, 0.459000
CH2O, 262, 488, 0.059000
NO2, 270, 488, 0.459000
OH, 279, 488, 0.518000
HO2, 281, 488, -0.941000
ISOPNOO1, 162, 489, -1.000000
MCRHN, 195, 489, 0.272000
GLYC, 232, 489, 0.728000
HAC, 246, 489, 0.728000
CH2O, 262, 489, 0.272000
NO2, 270, 489, 1.728000
NO, 280, 489, -1.000000
HO2, 281, 489, 0.272000
ISOPNOO1, 162, 490, -1.000000
IDN, 239, 490, 1.000000
NO, 280, 490, -1.000000
ISOPNOO2, 148, 491, -1.000000
ITCN, 209, 491, 1.000000
HO2, 281, 491, 1.000000
ISOPNOO2, 148, 492, -1.000000
MVKN, 237, 492, 0.599000
ITHN, 238, 492, 0.401000
CH2O, 262, 492, 0.599000
OH, 279, 492, 0.599000
HO2, 281, 492, -0.401000
ISOPNOO2, 148, 493, -1.000000
MVKN, 237, 493, 1.000000
CH2O, 262, 493, 1.000000
NO2, 270, 493, 1.000000
NO, 280, 493, -1.000000
HO2, 281, 493, 1.000000
ISOPNOO2, 148, 494, -1.000000
IDN, 239, 494, 1.000000
NO, 280, 494, -1.000000
IDHNDOO1, 164, 495, -1.000000
ITCN, 209, 495, 1.000000
HO2, 281, 495, 1.000000
IDHNDOO2, 163, 496, -1.000000
ITCN, 209, 496, 1.000000
HO2, 281, 496, 1.000000
IDHNDOO1, 164, 497, -1.000000
MCRHNB, 171, 497, 0.031000
PROPNN, 194, 497, 0.551000
GLYC, 232, 497, 0.551000
ITHN, 238, 497, 0.418000
CH2O, 262, 497, 0.031000
OH, 279, 497, 0.582000
HO2, 281, 497, -0.418000
IDHNDOO1, 164, 498, -1.000000
MCRHNB, 171, 498, 0.065000
PROPNN, 194, 498, 0.935000
GLYC, 232, 498, 0.935000
CH2O, 262, 498, 0.065000
NO2, 270, 498, 1.000000
NO, 280, 498, -1.000000
HO2, 281, 498, 1.000000
IDHNDOO1, 164, 499, -1.000000
IDN, 239, 499, 1.000000
NO, 280, 499, -1.000000
IDHNDOO2, 163, 500, -1.000000
ETHLN, 205, 500, 0.441000
MVKN, 237, 500, 0.065000
ITHN, 238, 500, 0.494000
HAC, 246, 500, 0.441000
CH2O, 262, 500, 0.065000
OH, 279, 500, 0.506000
HO2, 281, 500, -0.494000
IDHNDOO2, 163, 501, -1.000000
ETHLN, 205, 501, 0.858000
MVKN, 237, 501, 0.142000
HAC, 246, 501, 0.858000
CH2O, 262, 501, 0.142000
NO2, 270, 501, 1.000000
NO, 280, 501, -1.000000
HO2, 281, 501, 1.000000
IDHNDOO2, 163, 502, -1.000000
IDN, 239, 502, 1.000000
NO, 280, 502, -1.000000
MCRHNB, 171, 503, 0.094000
PROPNN, 194, 503, 0.242000
ETHLN, 205, 503, 0.033000
IDHNBOO, 229, 503, -1.000000
GLYC, 232, 503, 0.242000
MVKN, 237, 503, 0.010000
ITHN, 238, 503, 0.621000
HAC, 246, 503, 0.033000
CH2O, 262, 503, 0.104000
OH, 279, 503, 0.379000
HO2, 281, 503, -0.621000
MCRHNB, 171, 504, 0.355000
PROPNN, 194, 504, 0.546000
ETHLN, 205, 504, 0.071000
IDHNBOO, 229, 504, -1.000000
GLYC, 232, 504, 0.546000
MVKN, 237, 504, 0.028000
HAC, 246, 504, 0.071000
CH2O, 262, 504, 0.383000
NO2, 270, 504, 1.000000
NO, 280, 504, -1.000000
HO2, 281, 504, 1.000000
IDHNBOO, 229, 505, -1.000000
IDN, 239, 505, 1.000000
NO, 280, 505, -1.000000
LISOPNO3, 14, 506, 1.000000
ISOP, 220, 506, -1.000000
INO2B, 240, 506, 0.465000
INO2D, 241, 506, 0.535000
NO3, 283, 506, -1.000000
INPB, 177, 507, 0.473000
INO2B, 240, 507, -1.000000
MVK, 244, 507, 0.479000
MACR, 247, 507, 0.048000
CH2O, 262, 507, 0.527000
NO2, 270, 507, 0.527000
